,title,label
268,"pretax profit totaled eur 397.4 mn , up from eur 164.7 mn .",1
1254,"in the survey , goodyear is the third most valued tyre brand , followed by continental and bridgestone .",2
4565,"operating result , excluding oneoff items , totaled eur 9.1 mn compared to eur 10.6 mn in continuing operations , excluding oneoff items in 2004 .",0
703,"as a result , the company currently anticipates net sales to increase and the operating result to be positive .",1
4551,the total need for staff cuts corresponds to about 300 manyears .,0
2822,"at the end of march 2009 , the company loans amounted to eur 10.113 mn .",2
2148,"metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .",2
2167,nokia has enough users to do just as well .,2
4747,operating profit decreased to eur 11.2 mn from eur 16.6 mn .,0
3112,sampo plc jarmo salonen head of investor relations and group communications tel. 358 10 516 0030 distribution nasdaq omx helsinki the principal media financial supervisory authority www.sampo.com this announcement is distributed by thomson reuters on behalf of thomson reuters clients .,2
2264,"we have analyzed kaupthing bank sweden and found a business which fits well into alandsbanken , said alandsbanken chief executive peter wiklof in a statement .",1
73,"as a result of the share issue , the number of the company shares increases by 391,630 shares and the share capital by a total of eur 15,665.20 .",2
221,incap estimates it will generate a revenue of 10 mln euro 13.2 mln from its indian operations for 2007 .,2
2391,"according to the report , elisa and dna joint market share of finland telecom market is 59 .",2
1734,"the stock is trading above both its maps and the 50day map of sek72 .983 is higher than the 200day map of sek70 .283 , a bullish indicator .",1
4402,kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .,0
1986,the seawind that was en route from the finnish port of turku to stockholm got stuck in ice already around 4 p.m. on wednesday and the regal star journey from the swedish port of kapellskar to paldiski in northwestern estonia was cut short at 2 a.m. on thursday .,0
710,"finnish industrial investor panostaja oyj omx helsinki pnaas omx helsinki pnabs said on friday 11 july that it has signed a deal to acquire the entire share capital of kospa oy , the manufacturer of waste disposal equipment .",1
1493,a realignment of interests in the sector is clearly under way .,1
2321,"via the takeover , panostaja further expands its business area specialising in digital printing , which since previously consists of the subsidiaries kopijyva oy and sokonet oy .",1
3593,"fl group private equity division manages all operating companies , including icelandair group , fl travel group , bluebird and sterling .",2
2029,net sales revenue per passenger is expected to increase .,1
3019,"luna took fifth place on sixunder 207 , a shot behind spain beatriz recari and germany martina eberl , while welsh player becky brewerton was the highestplaced british finisher , sharing seventh place on threeunder 210 after shooting 71 .",2
1286,"metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .",2
4267,"the new apartment block is going up very close to the city center , explained chairman of the board of as yit ehitus priit sauk .",2
166,"both operating profit and net sales for the sixmonth period increased , respectively , from eur13 .8 m and eur143 .6 m , as compared to the corresponding period in 2007 .",1
4718,the department store division sales fell by 8.6 to eur 140.2 mn .,0
1389,"the innova 2 building will be located close to downtown , in the immediate vicinity of paviljonki and the travel center , and within walking distance from the heart of the city thanks to the trade fair bridge .",2
2572,"stora enso , a global paper , packaging and wood products company , and neste oil , a finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at varkaus , finland for biomass to liquids production utilizing forestry residues .",2
3234,the duration of the contract is 37 months .,2
3555,"combined with the basware enterprise purchase to pay portfolio , it provides a high level of automation for procurement and invoice workflows .",2
523,the phones are targeted at first time users in growth markets .,2
35,10 february 2011 finnish media company sanoma oyj hel saa1v said yesterday its 2010 net profit almost tripled to eur297 .3 m from eur107 .1 m for 2009 and announced a proposal for a raised payout .,1
1899,"founded in 1994 , the company uses a sixstep , timefocused , collaborative project approach to improve financial institutions revenue streams .",2
637,"agj recorded eur 43 mln sales in 2006 , most of which was generated by exports to customers in western europe , the statement said .",2
796,stonesoft sees great promise in the future of ipv6 .,1
3607,"gs engineering will install the valves at a liquefied natural gas lng plant it has built for uae lng extraction and gas plants operator gasco in ruwais , uae .",2
1074,"talvik says the relocation of application programs on servers will continue , while hp servers were approved because of hp supplying a tailormade solution to elisa .",2
1663,"the transaction , which includes us 1.5 billion euro1 billion in cash , vendor notes and share purchases , is expected to be completed in the first quarter of 2008 , the finnishswedish paper maker said .",2
2738,"a total of 131000 talvivaara mining company plc new shares were subscribed for during the period between may 1 , 2010 and june 30 , 2010 under the company stock option rights 2007a .",2
2340,"following its strategy , tikkurila has established a fullyowned sales company too tikkurila in almaty , kazakhstan , for marketing decorative paints under the finnish tikkurila brand and the russian teks brand .",2
2024,international operations accounted for over 80 of net sales .,2
2563,"some of the most recent technology deliveries include refinery technology to anrak aluminium , an iron ore pelletizing plant to tata steel and iron ore sintering plants to bhushan steel .",2
2385,"according to soosalu , particular attention was paid to residents privacy and security in the design of the aleksandri street building .",2
4528,"the eb tough voip field phone is equipped with an integrated speaker , ethernet and shdsl connectivity , and enables several innovative applications .",2
4529,the first ship has been delayed and is estimated to be completed in spring 2010 .,0
313,"with the extension of the new contract for a further eight engines , the plant will now produce over 100 mw , it said .",1
1774,15 december 2010 finnishgerman telecoms equipment maker nokia siemens networks said today it won a contract to upgrade the radio network of homebased telecommunications company elisa oyj hel eli1v .,1
1351,the agreement is valid for four years .,2
2263,"several growth initiatives in the chosen geographic areas are already ongoing , it continued , noting lindex opened its first store in the czech republic this autumn in brno .",1
172,"both operating profit and sales for the threemonth period increased , respectively from eur0 .3 m and eur13 .1 m , as compared to the corresponding period in 2005 .",1
3272,the intent of the article was to focus attention on the fact that the development model that china had followed was very different than the model that india had followed .,2
1925,the smaller molecules improve the grip of the tyre at topspeed driving .,2
942,cargotec germany gmbh has been awarded a contract by stadtverwaltung mainz for chassis bodies under open procedure .,1
82,tiimari operates 194 stores in six countries including its core finnish market and generated a turnover of 76.5 mln eur in 2005 .,2
201,finnish software developer done solutions oyj said its net profit increased to 3.5 mln euro 4.6 mln in 2006 from 2.3 mln euro 3.0 mln in 2005 .,1
2075,"according to mreal ceo , mikko helander , this transaction will enable the company to proceed swiftly with its restructuring program .",1
4740,"in sales volume , cocacola market share has decreased by 2.2 to 24.2 .",0
3561,curators have divided their material into eight themes .,2
1327,"rfid radio frequency identification is a method of socalled intelligent transport , whereby information can be read and saved remotely .",2
1010,"thanks to my nokia and lulu , i am now proud to be a published his novel can be found here .",2
3669,"adpnews dec 23 , 2009 norwegian financial services group sparebank 1 gruppen as osl sbgrp said its board of directors appointed today jarle haug managing director of its claims collection subsidiary sparebank 1 gruppen finans",2
1758,raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by russian wood products company sveza group .,1
2168,"of this , eur 38.8 mn was net interest income .",2
3336,the properties were purchased from swedish private equity real estate firm niam and goldman sachs whitehall street real estate funds .,2
826,"basware ceo ilkka sihvo comments in conjunction with the interim report as a whole , basware succeeded well in the second quarter of 2007 .",1
3286,the most significant challengers in the market are logset and samporosenlew .,2
760,"during the past decade it has gradually divested noncore assets and bought several sports equipment makers , including californiabased fitness products international and sparks , nevadabased atec , a leading maker of baseball and softball pitching machines .",1
44,sales have risen in other export markets .,1
1193,cents recognize potential partnerships and suppliers .,2
1528,"fsecure , a developer of security solutions as a service through internet service providers and mobile operators , announced results from its annual online wellbeing survey .",2
4001,the fair value of investment properties was eur 2 251.0 1 281.4 million .,2
2914,fortum had intended to spend as much as euro 2.7 bn to become the sole owner of tgk10 .,2
564,ruukki forecast a 1520 annual sales growth and a positive pretax result for 2010 .,1
3413,"therefore , phase iii of the research will not be conducted by abbott .",2
934,finlan listed food industry company hkscan group controlled companies in the baltics improved revenues by eur 3.5 mn to eur 160.4 mn in 2010 from eur 156.9 mn in the year before .,1
16,"foundries division reports its sales increased by 9.7 to eur 63.1 mn from eur 57.5 mn in the corresponding period in 2006 , and sales of the machine shop division increased by 16.4 to eur 41.2 mn from eur 35.4 mn in the corresponding period in 2006 .",1
1273,"jun. 14 , 2009 aol weblogs delivered by newstex looks like the e71 is about to be upstaged as nokia nyse nok premier businessclass smartphone someone in espoo just hit the corporate youtube account with this promo video for an e72 .",2
3487,we are selling an information systems development business to the finns .,2
3576,elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,2
1547,it is handpainted resin with real 140 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook .,2
4093,"cash flow from operations totalled eur 2.71 mn , compared to a negative eur 0.83 mn in the corresponding period in 2008 .",1
3891,"the program , which was started in the summer of 2007 , was originally estimated to last approximately two years .",2
1579,pharmaceuticals italy this brandnew market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in italy .,2
2499,kershaw takes up the position with immediate effect from her previous role as marketing manager of sankey home garden products .,2
4478,"tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysjouni haikarainen , vice president , fortum .",1
1524,"finnish retailer stockmann has won approval from the board of swedish rival lindex for a public tender offer with the aim of expanding the companies presence in russia and other cee countries , stockmann said monday .",1
1610,the board of directors also proposed that a dividend of eur0 .20 per outstanding share be paid .,2
4407,"net cash flow from operating activities was a negative eur 3.1 mn , compared to eur 23.3 mn in the corresponding period in 2009 .",0
2810,"as a result , the company will temporarily layoff 25 of the whole personnel , approximately 270 persons at kirkkonummi and nivala factories .",0
1687,upmkymmene has generated thirtyone consecutive quarters of positive ebitda .,1
1310,"panostaja , headquartered in tampere , finland , is an investment company focusing on small and mediumsized finnish companies operating in the traditional industries .",2
2825,"barclays plc lse barc nyse bcs , credit agricole sa epa aca cagr .",2
4555,"helsinki thomson financial shares closed little changed , with cargotec and huhtamaki dropping sharply on disappointing secondquarter reports .",0
2473,"helsinki afx cargotec said it has bought a 95 pct stake in indital construction machinery ltd , a bangalorebased company that makes fork lift trucks and mobile cranes , for an undisclosed sum .",2
3074,"other northrhine westphalia is to issue a benchmark , 5 year fixed rate deal in euros .",2
992,this acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,1
3784,"the commission found evidence of several meetings to discuss the cartel , including one in a brussels restaurant in november 1997 at which the companies discussed price increases .",2
4728,export declined by 6 percent to 16.4 million liters .,0
1560,m. and a master of business administration mba .,2
455,the contracts have been signed to acquire uranium produced at the sotkamo nickelzinc mine in eastern finland owned by talvivaara .,1
116,operating profit increased by 145.1 to eur 8.3 mn from eur 3.4 mn .,1
3268,"the huge bridge girders will be delivered to the site from our plant in ylivieska , finland .",2
180,diluted earnings per share eps rose to eur 0.29 from eur 0.05 .,1
1976,"founded in 2000 , bioview automates laboratory tests , especially diagnostic tests for cancer .",2
830,"comptel , a vendor of dynamic operations support system oss software , has been selected by orascom telecom oth as partner for provisioning and activation solutions for mobile services .",1
3787,"the company , which has eur2 .8 bn in assets , counts among its five largest shareholders finnish insurers ilmarinen 4.34 and varma 0.70 , as well as the finnish state pension fund ver 0.61 .",2
245,operating profit rose to eur 103.4 mn from eur 23.2 in the corresponding period in 2006 .,1
4509,the court found telecominvest arguments convincing .,1
3323,"the platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal .",2
1359,the commission said the hydrogen peroxide and pbs market was worth about 470 million euros in 2000 .,2
1204,currently more than 100 of global fortune 500 companies are using ssh security solutions .,2
1626,the corrected chapter is in its entirety below .,2
63,"at first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro 645.8 mln .",1
1343,strategic and operational business information is objectively reported .,2
1311,performance is based on values and sustainability .,2
1292,neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report is an essential source for company data and information .,2
425,"finland nokian tyres and kazakhstan ordabasy corporation signed an agreement to build a plant in astana to produce car tires , ordabasy chairman dinmukhamet idrisov said at a press conference .",1
3690,neste oil will offer outplacement services to the 111 employees to be reduced .,2
4451,"the eu commission said earlier it had fined thyssenkrupp , united technologies corp otis , schindler ag and kone oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years .",0
3434,"u.s.based t corp. is in talks with scandinavian telecoms company teliasonera to sell its stake in uzbek cellular operator coscom , an executive at coscom told interfax .",2
2856,"country , finland sector constructionreal estate target pohjolan designtalo oy buyer capman oyj vendor ruukki group oyj deal size in usd 102.6 m type divestment status agreed",2
3200,the company equipment rental portfolio consists primarily of tools for small and midsized customers in the construction industry .,2
3592,"fiskars r , founded in 1649 , is one of the oldest companies in the world and is the largest manufacturer of lightweight stainless steel scissors in the u.s. .",2
3351,"the second variant offers complete final finishing of any selected apartment with foreign high quality materials finland , denmark , germany , france .",2
3966,underground parking facilities will also be built on the basement floor .,2
2812,"as a result of the negotiations , the company will terminate total 5 employment contracts .",0
125,sanoma magazines net sales are estimated to grow in 2006 .,1
2306,"the company said that it will supply the wcdma 3ghspa radio network , including the modular , high capacity nokia flexi wcdma base station in east java , bali , sumatra and batam .",1
1974,an appeal concerning the project has been lodged at the czech ministry of the environment .,2
4721,the group order portfolio decreased from eur 42.9 mn in 92007 to eur 33.3 mn in 22008 .,0
2592,the capital structure of solidium may be complemented by other financial instruments in the future .,2
2260,"brazilian nonprofit interbank camara interbancaria de pagamentos cip has acquired solutions from us business integration solutions provider sterling commerce , the latter company said in a statement .",1
1187,"bg ad , bulgaria leading internet company .",1
4789,"changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the kauhava plant , according to the company .",0
1382,the first of the two project phases is expected to be completed by the end of 2012 .,2
1755,"outotec oyj press release , february 19 , 2008 at 11.00 am outotec has won two large minerals processing technology orders from mirabela mineracao do brasil ltda , brazil and from cumerio med jsco , bulgaria .",1
4448,return on capital employed roce was a negative 2.3 compared to 11.3 in 2007 .,0
4366,"viking line has also been forced to alter its timetable so that ferries traveling from stockholm to helsinki , finland , only depart at night .",2
3843,"the executive said that countries such as brazil , chile , argentina and mexico will lead the adoption in the business ethernet services segment , while brazil and mexico will be the early adopters of carrier ethernet for mobile backhaul .",2
1205,"demand seems to have hit bottom now , and some signs of improvement can be seen .",1
3632,"in finland , the five largest brands control 90 of the beer market .",2
2821,"at the end of last week , protalix biotherapeutics inc amex plx published a prospectus for a first offering on amex of about 5 of its share capital .",2
2908,"first industrial will seek leed designation for uponor new building and a 282,000 squarefoot speculative distribution center at first park lakeville .",2
1324,rapala aims to move the distribution unit ragot from loudeac in bretagne and the distribution unit waterqueen and the fishing line supplier tortue from saint marcel in central france to morvillars .,2
4845,"sales in finland decreased by 10.5 in january , while sales outside finland dropped by 17 .",0
3044,"new delhi , feb. 12 korteniemi anneli , helokunnas tuija , peltola marjo , keskinen jukka , salminen jussi , tusa kia and janhonen risto of nokia telecommunications oy , espoo , finland have developed cable adjustment device .",2
3445,vacon recently announced plans to build its north american headquarters at 5 business park in chambersburg .,2
1045,"in the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",2
4265,"the negotiations concern personnel of cencorp corporation and singulase oy as whole in finland and in sweden , the company said .",2
3436,"under the contract , ericsson will more than double the number of radio base stations in the elisa network over the coming year .",2
2180,profit of the accounting period was eur 0.3 mn .,2
2685,the unit is planned to be operational during the second half of 2007 and in full stream in 2008 .,2
2697,two other sites will be included later on .,2
1949,this is a much better process than using virgin paper as it requires less transportation of wood pulp from places like finland and canada .,1
3743,"sampo group that has become a major shareholder in nordea owns trygvesta main competitor , if p c insurance .",2
2851,com and possibly also through photomsn .,2
591,"adp news dec 11 , 2008 finnish construction and engineering company outotec oyj omx ote1v said today it won a eur 28 million usd 36.8 m order to expand the phosphate concentrator in siilinjarvi of norwegian minera",1
489,finnish lifting equipment maker konecranes hel kcr1v said on 29 july 2009 it has raised its stake in austrian manipulator maker acs konecranes to 80 and bought german sector player knight europe .,1
632,the new technology improves the glass quality and consistency while increasing throughput .,1
307,total operating revenue grew by 27.6 yearonyear to eur61m .,1
983,"the financial impact is estimated to be some 1.5 meur annual improvement in the division result , starting from fiscal year 2007 .",1
3311,"the other two sellers were the finnish national fund for r d sitra and oras invest oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively .",2
3770,"the board established a remuneration committee with following members sari baldauf chairman tapio hintikka heikki westerlund in addition , the board decided to appoint a nomination committee at a later stage .",2
3946,there have not been previous share subscriptions with 2004 stock options .,2
2393,"after the sale , savcor group ltd will comprise savcor art , a corporate function and an investment in cencorp corporation .",2
593,"ponsse plans to create a network that is based on strong partnership , and participates in the production of larger entities than presently .",2
2207,the company expects net sales of 65 mln euro 85.1 mln for 2006 .,2
1967,"he announced a solutions unit to speed cooperation in august , and shifted simonson from finance chief to lowend phones in october .",2
2895,"finnish cargo handling solutions company cargotec oyj said on june 17 , 2008 that it will acquire new zealand tailgates distributor zepro tailgate 1987 limited for an undisclosed sum .",2
2196,teliasonera has secured deliveries for 4g modems with support for 3g and 2g during the second quarter 2010 .,1
1239,helsinki afx outokumpu said it has agreed to sell the hitura nickel mine in finland to canadian group belvedere resources ltd for 10 mln eur worth of belvedere shares .,2
1548,"it is part of the development of the worldclass magnetite deposit at karara , which has the known potential for over 30 million metric tons of annual processing of magnetite over its estimated 30year life .",2
1357,the business section also includes ahlstrom sustainability report .,2
4233,scanfil will execute the temporary layoffs by midoctober 2009 and the job cuts by march 2010 .,0
1461,you are warmly welcome,2
3054,nokia is also negotiating the product portfolio of the new company .,2
1022,alfa group will have 43.9 of voting stock in the new company and telenor 35.4 with a free float of 20.7 .,2
3707,"operating profit of operations in finland in the period under review totaled eur 11.3 mn , remaining at the 2005 level .",2
4303,"after chuck smith was laid off on may 30 from his 90,000 housing consultant job , he and his wife had to cut spending in half for their family of six , having to rely on his wife income about the same as his alone .",0
928,"the new structure provides better communication , faster decisionmaking and cost savings , proha said .",1
2998,"kaupthing forecasts that finnishswedish stora enso will close its mill in reisholz , in germany .",2
2346,atria will also buy the shares of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse property from itikka cooperative .,2
3315,the passenger tunnel is expected to be put into operation in 2009 .,2
3724,"previously , it projected the figure to be slightly lower than in 2009 .",2
4127,risk exposure by nonlife insurance moving 12month expenses by function in nonlife insurance excluding expenses for investment management and expenses for other services rendered nonlife insurance investment portfolio by allocation,2
128,"the company consolidated operating profit amounted to eur 15.86 mn , up from eur 4.14 mn yearonyear .",1
238,net sales of the vegetable oil business rose to eur 10.6 mn from eur 10.1 mn .,1
4738,"in januarynovember 2009 , the group sales totalled eur 7,801.7 mn , which was a drop of 12.6 from the same period of 2008 .",0
2295,"profit after taxes was eur 0.1 mn , compared to eur 0.4 mn the previous year .",1
153,"after the takeover , cramo will become the second largest rental services provider in the latvian market .",1
4208,it is the most awkward thing to use if you re holding the phone with one hand .,0
246,operating profit rose to eur 13.5 mn from eur 9.7 mn in the corresponding period in 2006 .,1
1200,completion of the transaction is subject to a final agreement and a due diligence process .,2
3901,"the second company acquired is sweden reftele maskinservice ab , whose business is mainly field services and spare parts manufacturing , with 10 employees and 1.2 mln eur sales a year .",2
3310,the other deal is for process cranes to the russian steel mill pntz in pervorouralsky through an order placed by turkish construction company gama endustri tesisleri imalat ve montaj as .,2
2617,the contracts comprise turnkey orders for roro systems for two rorocruise vessels under construction for viking line and tallink .,2
1278,"linde acts responsibly towards its shareholders , business partners , employees , society and the environment in every one of its business areas , regions and locations across the globe .",2
117,operating profit margin increased from 11.2 to 11.7 .,1
1445,tracker g400 is a gps collar for hunting dogs allowing to monitor the dog position and movements with a map application for mobile phones .,2
2573,stuk today is a full service house expert in radiation and nuclear safety issues .,2
1083,the company admits that 36 months is a relatively short time when operating in russia .,2
3881,"the order values at eur 6.9 mn , and it consists of design services and hardware and software licences .",2
965,productional situation has now improved .,1
346,marimekko group fullyear net sales are estimated to increase by about 10 .,1
2609,the company will be part of teleste video and broadband solutions business area .,2
2090,delhaize le lion has selected the aldata g.o.l.d. vocal pda solution on the motorola wt4090 pda terminal .,2
1362,"the company has delivered the technical infrastructure , used by nav for their data warehouse and business intelligence initiatives .",2
1790,the policy was also aimed at making the companies more profitable and competitive .,1
1079,"the above mentioned shareholders will suggest that a monthly salary of eur 1,400 would be paid for the board members outside the company .",2
3667,"liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",2
3821,"the decision will have to be made whether the group agrees to the import of estonian meat and meat products to finland , the paper added .",2
1510,changes to the asbuilt models from the design were communicated to the subcontractors to accommodate them into the steel and grc glass reinforced concrete fabrication process .,2
3801,the company reported net sales of 302 mln euro 441.6 mln and an operating margin of 16 pct in 2006 .,2
3702,nviro operates processing facilities independently as well as in partnership with municipalities .,2
1250,"in providing managed services , nokia takes responsibility for building , operating and transferring as well as optimising the indosat 3g network .",2
543,pharmaceuticals group orion corp reported a fall in its thirdquarter earnings that were hit by larger expenditures on r d and marketing .,0
2008,both the net sales and operating profit were record high in the company history .,1
588,"finnish suominen corporation that specialises in wet wipes , nonwovens , and flexible packaging reports net sales of eur 44.1 mn in the second quarter of 2010 , up from eur 43.3 mn in the second quarter of 2009 .",1
4714,stora enso oyj said its secondquarter result would fall by half compared with the same period in 2007 .,0
1938,"managing director comments net sales for the first quarter were notably lower than a year before , especially in finland , russia and the baltic countries .",0
4109,"as part of its new strategy , finnish biohit is planning to incorporate its diagnostics business into a separate limited company .",2
3260,the fullfunction pc weighs 1.25 kilograms and measures slightly more than two centimeters thin .,2
700,the elcoteq group recently announced that the last three months of the previous year brought to it a major loss of more than half a billion kroons eur 32 mln for the fifth quarter running .,0
2087,"cost savings will then rise to some 20 mln eur a year from 2007 , oko said .",1
3679,"most of the raw materials come from europe and the us and are paid in euros or us dollars , while sales take place in rubles .",2
2899,finnish fibrebased materials maker ahlstrom corp hel ahl1v said today it decided to close down its spunlace composite production line number 23 at chirnside plant in the uk by the end of march 2011 .,2
2876,"elcoteq dongguan was established in 1999 in the nancheng district of dongguan , china and is one of elcoteq s four volume manufacturing plants in the asiapacific region .",2
3451,"when the negotiations were started , neste oil anticipated that 450 people would be affected .",2
4420,operating profit excluding nonrecurring items was eur 7.8 million compared to eur 11.2 million .,0
750,"finnish electronics manufacturing services company elcoteq signing a cooperation agreement with a japanese mobile phone manufacturer , bypasses elcoteq tallinn , says jan kotka , ceo of elcoteq tallinn .",1
2040,"the company reported net sales of eur550m in 2005 and had some 3,200 employees .",2
990,the third order awarded to outokumpu technology is by shalkiya zinc of kazakhstan for the shalkiya zinclead project in kazakhstan .,1
2869,"den boschbased tomtom is europe largest maker of automotive navigation devices , while cayman islandsbased garmin is larger in the u.s. and overall .",2
3568,"customers wave cards in front of the reader to make payments , similar to touch and go cards used in transport systems .",2
2508,measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,2
4772,"yit baltic sales in the first three quarters of 2008 totaled 106.2 million euros , representing a drop of 29 percent year on year .",0
1991,"the liquidity providing was interrupted on may 11 , 2007 when aspocomp group oyj shares traded below 0.50 cent aspocomp stock exchange release 11.5.2007 .",0
484,"compared with the ftse 100 index , which rose 28.3 points or 0.5 on the day , this was a relative price change of 2.3 .",1
4501,the company said it estimates to make a slight profit thanks to costcutting measures .,1
1951,"indorussia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , the chamber said in its survey on obstacles to trade with russia .",1
786,the estimated synergy benefits are at least eur7m annually .,1
4813,capital expenditure on energy efficiency has unfortunately fallen along with the decline in the economy .,0
3425,this would be a huge process .,2
587,"with capman as a partner , we will be able to further develop our business and continue to focus on providing quality restaurant services for our customers , says christopher wynne , ceo of papa john russia .",1
1088,"the daily graphic newspaper , in october , reported an initiative being embarked upon by the fidelity bank to partner ghana post , which has offices across the country , to offer financial services to the unbanked and underbanked in the country .",2
4283,they will cover all forest industry units and employees in finland and concern temporary and permanent layoffs .,0
3076,"our objective is to yield a significant part of our turnover in russia in a couple of years , says solteq managing director hannu ahola .",2
1347,technopolis technological centers supply their clients with modern highclass premises .,2
1380,the extraordinary general meeting is expected to take place no later than 18 february 2011 .,2
2833,benefon will turn the salo unit into a b2b business unit and establish a b2c business unit in the uk .,2
799,"we continued actively to focus r d and to position our offering away from point solutions towards dynamic endtoend solutions , ervio stated .",1
2363,a meeting of glisten shareholders to vote on the bid will be held on 12 march .,2
4609,"at 1.33 pm , the omx helsinki 25 was 0.30 pct lower at 2,463.67 and the omx helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",0
4806,"as such , the space has blond wood floors unlike the rest of the store and a notably scandinavian vibe .",2
3710,"our key geographical markets are europe , russian federation , middleeast , southafrica and japan .",2
3945,"the works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",2
2038,"the company , employing 6,400 , reported net sales of 620 mln euro 823.2 mln for 2006 .",2
518,"the equipment will expand container handling capacity at namibia main port of walvis bay , on the west coast .",1
378,the economic occupancy rate of sponda property portfolio rose to 91.2 from 88.8 in 2006 .,1
1222,"finnish engineering and technology company metso oyj said on may 27 , 2008 it completed the acquisition of paper machinery technology from japanese engineering company mitsubishi heavy industries mhi for an undisclosed sum .",1
1722,"following last year good profit development , we have entered the current year in a good position .",1
1627,"the deal , already approved by shareholders , will be carried out in the first half of 2011 .",2
2175,"pretax profit totalled eur 2.0 mn , compared to a loss of eur 159.2 mn in the fourth quarter of 2008 .",1
689,"finnish pharmaceuticals company orion reports profit before taxes of eur 70.0 mn in the third quarter of 2010 , up from eur 54.9 mn in the corresponding period in 2009 .",1
1021,"aldata solution oyj bertrand sciard president and ceo further information aldata solution oyj , bertrand sciard , president and ceo , tel. 33 1 46 48 28 00 aldata 100 retailwholesale at aldata 100 of our business is dedicated to retail and wholesale business improvement .",2
1670,this is the first time finnair has been awarded an agreement with the uk government .,1
542,peer peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,0
4470,"the respondents praised finnair reliability , finnishness , and understanding of its target group .",1
1888,we are pleased to welcome tapeks noma into cramo group .,1
800,16 february 2011 finnish industrial machinery company metso oyj hel meo1v said today it will deliver minerals processing equipment and basic engineering to canadian miner northland resources osl naur tse nau .,1
2143,"kemira will supply the additional volumes of iron coagulants from the company plant at helsingborg , sweden .",2
3162,"the apple inc. iphone wo n t change the game plan for verizon communications inc. , chief executive ivan seidenberg said wednesday .",2
1742,we are pleased with the efforts of both negotiating teams and look forward to a productive four years ahead .,1
4802,"the manager is critical of politicians failure to differentiate between beleaguered european financial institutions and skandinavian banks , which sailed through the crisis without issues .",2
3852,"the filter tips cover the volume range from 0.11200 l including new sizes for 10 , 20 , 100120 , 200 , 300 , 1000 and 1200 l volume capacities .",2
2603,the company share is quoted on nasdaq omx helsinki rautaruukki oyj rtrks .,2
622,"cdp was established on the initiative of institutional investors however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",2
3144,"tecnomen solution can be used for prepaid and postpaid billing , for charging and rating of voice and video calls , data traffic and any kind of content services in both mobile and fixed networks .",2
3179,the combined value of the orders is eur 45mn .,2
1859,panostaja is a financially secure finnish multifield corporation that creates healthy companies and company entities .,2
2527,"nokia said it still expects to sell 150 more million symbian devices in years to come , giving an indication of how it expects the phone 7 handoff to work .",2
4184,bovine slaughtering and cutting at the kuopio facility will be transferred to the kauhajoki slaughterhouse .,2
4185,chief executive officer ollipekka kallasvuo changes on tuesday mark the third time in nine months the company has reshuffled executives and operations as nokia loses ground to apple iphone and rim blackberry .,0
2049,the insurer anticipates its share in nordea net profit to be significant .,1
4415,operating loss landed at eur39m including oneoffs and at eur27m excluding oneoffs .,2
2185,satama net sales would be higher than the year before .,1
3851,"the figure includes the change in the fair value of the property portfolio , eur 26.2 million .",2
1429,the subsidiary is setting up a facility for manufacturing highdensity interconnection printed circuit boards or pcbs at nokia special economic zone at sriperumbudur near chennai .,2
1778,"combining the two producers will create a strong eubased fertilizer industry capable of meeting global competition , they added .",1
3701,nordstjernan has used its option to buy another 22.4 stake of salcomp shares and votes .,2
1632,the event can also be viewed as a live webcast at www.cargotec.com .,2
